Actor,Rating
Clu Gulager,2.163374098463468
Chloe Pirrie,2.651823978258597
Matthew Modine,1.9984321103794294
Jared Hess,2.82993623915543
Anna-Louise Plowman,2.527960698233511
Sissy Spacek,2.065537786139856
Scroobius Pip,2.8528274276157624
George Gallo,2.9113619734504024
Debs Howard,2.6000836207797637
Corey Stoll,2.0641789484686943
Pamela Reed,2.1094386955158355
Kim Soo-Hyun,3.989860980453643
Lesley Sharp,2.339082261942093
Dania Ramirez,2.1884603323925997
Rade Serbedzija,2.0211142468903525
Charles Napier,2.0181875195986203
Greta Lee,2.194418312950768
Humphrey Bogart,2.1984948259642523
Bruce Greenwood,1.9925786557959653
Joseph Mawle,2.278352670638654
Paula Newsome,2.303125326643671
Cardi B,2.8282638235601545
Riley Smith,2.304588690289537
Chizzy Akudolu,2.7687885439531725
Genndy Tartakovsky,2.6224521793665727
Shane Black,2.25410264450716
Anna Hopkins,2.5887948155116547
Aleksey Serebryakov,2.278352670638654
Steve Buscemi,1.9375979931012857
Bernard Hill,2.0809031044214485
Justin Benson,2.779136615448939
Robby Benson,2.216159715689349
Lauren Lapkus,2.1936866311278354
Alexis Cruz,2.2638235601546985
Keegan Allen,2.3219400020905194
Carmen Electra,2.078289955053831
Eve Harlow,2.341068255461482
Mary Stuart Masterson,2.103794292881781
Amy Carlson,2.2952858785408172
Ma Dong-seok,2.420089892338246
Juliette Binoche,2.1125744747569772
Kyliegh Curran,2.746315459391659
Brighton Sharbino,2.4459078080903103
Beverly Garland,2.441308665203303
Sandy Martin,2.0640744224939898
Kasia Smutniak,2.392704086965611
Michael Raymond-James,2.426675028744643
Teresa Ruiz,2.6842270304170586
Peter Scolari,2.2652869238005646
Michelle Trachtenberg,2.228493780704505
Sean Maguire,2.426988606668757
Arjun Gupta,2.4760112888052683
Willa Holland,2.3677223790111843
Brooke Elliott,2.5823142050799626
Paul Wesley,2.223476533918679
Tom Pelphrey,2.3443085606773284
Kaitlyn Leeb,2.3861189505592137
Timothy Spall,2.034702623601965
Kelly Packard,2.5180307306365632
Julie Newmar,2.316713703355284
Stormi Maya,2.6483746210933417
Cassandra Peterson,2.225462527438068
Nasim Pedrad,2.2744852095745793
Conan Stevens,2.364482073795338
Angela Cartwright,2.4708895160447373
Maria Pedraza,3.035852409323717
Jennifer Hale,2.170377338768684
Garrett Hedlund,2.1369290268631755
Matt McCoy,2.196717884394272
Kate Capshaw,2.1922232674819693
Alejandro Jodorowsky,2.5457301139333124
Cary Elwes,1.9776314414131912
Ben Cotton,2.1724678582627783
Laia Costa,2.3643775478206335
Ginger Gonzaga,2.324971255356956
Justin Chatwin,2.1595066373993936
Max Huang,2.6740880108707015
Donald Pleasence,2.061356747151667
William Brand,2.3375143723215217
Indra Ove,2.23392913138915
Aaron Moorhead,2.889620570711822
Paul Higgins,2.3178634890770358
Griffin Gluck,2.210306261105885
Larry Joe Campbell,2.2357060729591303
Sam Anderson,2.1580432737535276
Valerie Mahaffey,2.2897460018814675
Laura Harrier,2.47716107452702
Alfred Enoch,2.4056653078289956
Charlie Korsmo,2.308247099404202
Claes Bang,2.479356119995819
Clare Stone,2.4759067628305633
Richard Masur,2.0750496498379847
Scott Michael Campbell,2.114455942301662
Noma Dumezweni,2.57050276993833
Richard Anderson,2.183129507682659
Gerard Butler,2.035120727500784
Langley Kirkwood,2.298108079857845
David Carradine,2.036165987247831
John Carradine,2.033552837880213
Madlyn Rhue,2.5249294449670745
Paul Mercurio,2.4951395421762306
James Cosmo,2.0905194940942824
Heather Thomas,2.5800146336364587
Stacy Keach,2.0188146754468486
Tuppence Middleton,2.3165046514058742
Stephanie Beacham,2.350893697083725
Dustin Hoffman,2.008048500052263
Claudette Colbert,2.5501202048709106
Nicholas Pryor,2.104525974704714
Howie Mandel,2.2089474234347235
Lisa Rinna,2.708895160447371
Diane Brewster,2.735235706072959
Joanna Scanlan,2.199226507787185
Sarah Roemer,2.248667293822515
Bruce Bennett,2.16807776732518
Frank Dillane,2.4352461586704295
Essie Davis,2.2152189819170065
Daniel Bernhardt,2.095432214905404
Sistine Rose Stallone,2.996028012961221
Albert Brooks,2.071704818647434
Peter Franzen,2.35099822305843
Rian Johnson,2.6286192118741507
Jake Johnson,2.098358942197136
Anthony Edwards,2.098045364273022
Vitamin C,2.226089683286297
Christine Lahti,2.166405351729905
Paul Reubens,2.086965610954322
Susan Park,2.3494303334378595
Rory Kinnear,2.3573743075154177
Kay Lenz,2.2385282742761574
Trevor Donovan,2.3731577296958295
Tina Yothers,2.869133479669698
Jon Gries,2.045259747047141
Joanne Tucker,2.5529424061879378
Desmond Harrington,2.134524929444967
Paget Brewster,2.2109334169541133
Hana Mae Lee,2.2796069823351104
Janeane Garofalo,1.9903836103271664
Jane Daly,2.404724574056653
Jeanne Goursaud,2.5954844778927564
Wyatt Oleff,2.331660917738058
Michael Greyeyes,2.260687780913557
Susan Saint James,2.5047559318490644
John Cho,2.017142259851573
Christine Baranski,2.042019441831295
Michael Fishman,2.530678373575834
Florence Kasumba,2.245845092505488
Joanna Cassidy,2.0648061043169226
Joan Fontaine,2.2578655795965297
Coral Pena,2.523257029371799
Okieriete Onaodowan,2.5423852827427615
Paul Michael Glaser,2.4231211456046826
Georgina Reilly,2.6944705759381207
Dominique Swain,2.0858158252325705
Mina Sundwall,2.5255566008153028
Christopher Castile,2.603532977945019
Gale Harold,2.3313473398139437
Alessandra Ambrosio,2.3756663530887425
Bronagh Gallagher,2.1574161179052993
Bret Harrison,2.4132957039824396
James Maslow,2.8159297585449985
Gbenga Akinnagbe,2.1827114037838404
Marilu Henner,2.1651510400334484
MacKenzie Meehan,2.5412354970210096
Naomi Grossman,2.5332915229434514
Ruth Bradley,2.489704191491586
Dallas Liu,2.7353402320476636
Melanie Lynskey,2.0641789484686943
John Kapelos,2.058743597784049
Everett McGill,2.249817079544267
Kathy Ireland,2.212710358524093
John Robinson,2.1673460855022473
Janet Jones,2.207693111738267
Tammy Lauren,2.4096372948677747
Miguel A. Nunez Jr.,2.1124699487822722
Diogo Morgado,2.6451343158774954
Emily Perkins,2.363123236124177
Susan Lynch,2.196090728546044
Shawn Doyle,2.267691021218773
Dougray Scott,2.144141319117801
Amybeth McNulty,2.74035747883349
Terry Notary,2.138496916483746
Kiersey Clemons,2.1979721960907286
Robert Ri'chard,2.331660917738058
Stephanie Sy,2.3240305215846138
Jeremy Allen White,2.2433364691125743
Lori Singer,2.2104107870805896
Larry Bryggman,2.436814048291
Ingrid Pitt,2.3355283788021324
Anton Lesser,2.21751855336051
James Haven,2.4878227239469006
Dominique Provost-Chalkley,2.4672311069300723
Shay Mitchell,2.40043900909376
Chris Owen,2.1274171631650467
Kerry Condon,2.112260896832863
Joseph Balderrama,2.281488449879795
Isiah Whitlock Jr.,2.0283265391449774
Benjamin Koldyke,2.408382983171318
Alan Rosenberg,2.2618375666353088
Jenny Lumet,2.621093341695411
Jim Cummings,2.020068987143305
Marilyn Manson,2.3051113201630606
Edgar Wright,2.269886066687572
Taegen Burns,2.70021950454688
Marcia Cross,2.493885230479774
Nathan Mitchell,2.9902790843524616
Yoav Rotman,3.004808194836417
Julie Adams,2.25964252116651
Joan Severance,2.3226716839134527
Timothee Chalamet,2.15543012438591
Robin McLeavy,2.654123549702101
Tom Skerritt,2.0657468380892654
Finn Elliot,2.850423330197554
Victoria Cartagena,2.5684122504442355
Susan Egan,2.2261942092610014
Michael York,2.0549806626946796
Mathilde Ollivier,2.6302916274694264
Alessandra Mastronardi,2.45521061983903
Myrna Loy,2.200689871433051
James Robinson,2.50088847078499
Scott Rudin,2.779032089474234
Beth Behrs,2.41507264555242
Oded Fehr,2.2243127417163167
De'aundre Bonds,2.3536113724260477
Amy Madigan,2.083411727814362
Devan Long,2.8664158043273753
Andrew Stevens,2.242186683390823
Patricia Tallman,2.231734085920351
Genelle Williams,2.3675133270617748
Rebecca Mader,2.2590153653182816
Shirley Temple,2.5521061983903
Marta Etura,2.6578864847914705
Martin Sheen,1.972196090728546
Tony Revolori,2.185115501202049
Luke Evans,2.0382565067419254
Briga Heelan,2.5327688930699277
Cyndi Lauper,2.2583882094700534
Cassie Steele,2.9226507787185114
Lana Turner,2.232570293717989
Jill Goodacre,3.107870805895265
Michael Socha,2.385387268736281
Chelsea Alden,2.6799414654541653
Nate Torrence,2.252639280861294
Utkarsh Ambudkar,2.183861189505592
Kerry James,3.0667920978363123
Melissa Benoist,2.275321417372217
Liam James,2.2629873523570607
Gavin O'Connor,2.511550120204871
Charles Michael Davis,2.955680986725201
Julie Christie,2.068673565380997
Terry Chen,2.0817393122190864
Romy Schneider,2.300930281174872
Robert Conrad,2.419671788439427
Joseph Lee Anderson,2.4981707954426673
Heidi Gardner,2.509250548761367
Warren Brown,2.375770879063447
Lisa Ann Walter,2.2163687676387585
Emma Fuhrmann,2.2764712030939687
Tom Kenny,2.029685376816139
Taliesin Jaffe,2.465036061461273
Elizabeth Alderfer,2.8755095641266855
Mary Kate Schellhardt,2.4146545416536007
Rick Aviles,2.2705132225358002
Lin-Manuel Miranda,2.285564962893279
Kristin Cavallari,2.563708581582523
Eva Longoria,2.099717779868297
Tenea Intriago,2.672415595275426
Ashley Jensen,2.2188773910316715
Kris Kristofferson,2.0057489286087593
Valerie Azlynn,2.191909689557855
Robin Shou,2.4148635936030103
Cameron J. Wright,2.9537995191805164
Noah Mills,2.6386537054458032
David Hedison,2.380892651823978
Aiysha Hart,2.7837357583359466
Jenifer Lewis,2.046409532768893
Goran Visnjic,2.1629559945646495
Hannah Murray,2.392285983066792
Michael Irby,2.2976899759590257
Tracie Thoms,2.1309710463050067
Thomas Beaudoin,2.905299466917529
Dario Franchitti,2.426988606668757
Sam Horrigan,2.4671265809553673
Hugh Laurie,2.1075572279711507
Sherri Shepherd,2.191282533709627
Ron Leibman,2.220131702728128
Sam Shepard,2.0103480714957667
Ornella Muti,2.1849064492526393
Lark Voorhies,2.594125640221595
Jason Ralph,2.531619107348176
Ava Gardner,2.2660186056234974
Timothy Olyphant,2.038674610640744
James Earl Jones,1.9842165778195882
Jake Cherry,2.2485627678478104
Leah Cairns,2.400752587017874
Alicia von Rittberg,2.4871955680986724
Allisyn Snyder,2.4271976586181667
Tony Plana,2.0309396885125954
Rick Fox,2.247203930176649
Jodi Benson,2.2019441831295077
Kim Basinger,2.05477161074527
Scott Porter,2.2970628201107974
James Lafferty,2.485941256402216
Charles Nelson Reilly,2.4451761262673775
Katherine Parkinson,2.448625483432633
Sabu,2.3457719243231945
Trey Parker,2.3872687362809657
Tia Texada,2.1736176439845303
Claudine Auger,2.466813003031253
Alexandra Shipp,2.194104735026654
Ryan Hansen,2.108184383819379
Joel McHale,2.0828890979408383
Cheryl Hines,2.097209156475384
Qi Shu,2.248353715898401
Richard Cetrone,2.14079648792725
Annie Costner,2.4626319640430645
Chyler Leigh,2.5997700428556496
Olivia Cooke,2.319326852722902
Rebecca De Mornay,2.060729591303439
Louis Ashbourne Serkis,2.431796801505174
Bruce Thomas,2.3174453851782166
Leslie Hope,2.246681300303125
Kat Dennings,2.1569980140064806
Illeana Douglas,2.010975227343995
Seth Gilliam,2.249503501620153
Jack Reynor,2.191909689557855
Lynn Collins,2.1160238319222326
Mira Sorvino,2.053099195149995
Christian Serratos,2.317654437127626
Hudson Leick,2.4756977108811538
Samuel L. Jackson,1.9044632591198913
Bae Doona,2.46252743806836
Avery Brooks,2.5081007630396153
Dudley Moore,2.208842897460019
Jaime Winstone,2.3106511968224104
Hilarie Burton,2.3496393853872686
Joe Alwyn,2.4078603532977945
Charlie Schlatter,2.2813839239050906
Adam Baldwin,2.047768370440054
Garette Ratliff Henson,2.291000313577924
Robert Glenister,2.401066164941988
George Reeves,2.5339186787916796
Neill Blomkamp,3.158252325702937
Tommy Lee Jones,2.002508623392913
Christina Aguilera,2.26141946273649
Winona Ryder,2.0107661753945854
Zachary Mabry,2.768893069927877
Martha MacIsaac,2.32727082680046
Ari Aster,2.8784362914184176
Madison Davenport,2.1668234556287236
Wes Craven,2.167764189401066
Jim Backus,2.1606564231211456
Matthew Lewis,2.397825859726142
Hailee Steinfeld,2.106825546148218
James Urbaniak,2.119786767011602
Penelope Cruz,2.046932162642417
Virginie Ledoyen,2.4952440681509356
Farley Granger,2.3542385282742764
Keshia Knight Pulliam,2.515940211142469
Jessica Camacho,2.37294867774642
Nathan Kress,2.3733667816452386
Brec Bassinger,2.745479251594021
Paul Wight,2.2556705341277308
Josie Davis,2.447266645761472
Erika Christensen,2.1691230270722275
Leon Rippy,2.104525974704714
Olivia Grant,2.3600919828577402
Mark Proksch,2.6138810494407863
Kim Richards,2.3527751646284103
John Stockwell,2.19755409219191
Genevieve DeGraves,2.791261628514686
Teck Holmes,2.5514790425420717
Lucy Fry,2.4629455419671786
Adam DiMarco,2.488554405769834
Catherine Steadman,2.5877495557646073
Morfydd Clark,2.439427197658618
Sierra Aylina McClain,2.5735340232047665
Linda Bassett,2.302707222744852
Julie White,2.083620779763771
Troy Garity,2.0812166823455627
Oliver Reed,2.0828890979408383
Sarah Shahi,2.1299257865579597
Graham McTavish,2.1295076826591406
Traylor Howard,2.4433991846973973
Andrew Levitas,2.3099195149994776
Gregory Sierra,2.225462527438068
Shannon Lucio,2.359778404933626
Angie Everhart,2.14079648792725
Robert Iler,2.5050695097731785
Lillo Brancato,2.1900282220131704
Kirsten Dunst,2.0057489286087593
Matt Walsh,2.018710149472144
Adam Devine,2.1622243127417162
Neil Jackson,2.189296540190237
Jane Russell,2.5317236333228808
Fabien Frankel,2.887739103167137
Diego Boneta,2.2728127939793037
Luke Arnold,2.6100135883767117
Mary Astor,2.227134943033344
Madison Riley,2.4324239573534023
Marissa Jaret Winokur,2.2056025922441727
Jim Broadbent,1.9966551688094492
Dianna Agron,2.168704923173409
Iris Bahr,2.4220758858576357
Matt Craven,2.0455733249712553
Connor Swindells,2.7014738162433365
Scott Grimes,2.221595066373994
Simon Bird,2.685899446012334
Chuku Modu,2.539667607400439
Gina Yashere,2.714435037106721
Nikolaj Lie Kaas,2.2812793979303856
Lars Mikkelsen,2.52639280861294
Blythe Danner,2.0362705132225356
Louis Ferreira,2.190132747987875
Olivia d'Abo,2.0821574161179055
Jill Schoelen,2.3620779763771296
Jana Kramer,2.3201630605205392
Eric Roberts,1.9571443503710673
Corinne Bohrer,2.4140273858053725
Oliver Platt,1.9733458764502978
Nate Corddry,2.1537577087906343
D'Arcy Carden,2.304588690289537
Maddie Hasson,2.409428242918365
Maury Sterling,2.138496916483746
Brooke Sorenson,3.6594543744120416
Larry Fessenden,2.0766175394585553
Liza Weil,2.3985575415490747
Lynne Thigpen,2.092191909689558
Nathan Fielder,2.4477892756349955
Robert LaSardo,2.0773492212814886
Eric McCormack,2.241036897669071
Miguel Sandoval,2.039824396362496
Tammy Blanchard,2.121459182606878
Zofia Wichlacz,3.5044423539249503
Leslie Nielsen,2.079126162851469
Nancy Kwan,2.374412041392286
Mike White,2.2236855858680884
Jessica Walter,2.198912929863071
Finn Cole,2.4915856590362706
Ricky Nelson,2.7998327584404725
Jonas Armstrong,2.6649942510713913
Torri Higginson,2.379220236228703
Kelly Marie Tran,2.3058430019859935
Tamzin Malleson,3.001463363645866
Daeg Faerch,2.339082261942093
Arnold Vosloo,2.1767534232256716
Dick Sargent,2.415386223476534
Justin Wong,2.771506219295495
Patti Harrison,2.7062820110797534
Amanda Detmer,2.1979721960907286
Marla Gibbs,2.221176962475175
Nina Dobrev,2.196404306470158
Amy Pietz,2.380370021950455
Ursula Corbero,3.2751123654228076
Demitra Sealy,2.941779032089474
James Nesbitt,2.161910734817602
Aisling Franciosi,2.943765025608864
Cesar Domboy,2.787916797324135
Mayling Ng,2.5324553151458136
Humberly Gonzalez,2.5602592244172677
Anna Hutchison,2.4640953276889306
Dustin Nguyen,2.2521166509877704
Terence Stamp,2.029685376816139
Danielle Campbell,2.482596425211665
Chris Zylka,2.276784781018083
Stephen Fry,2.0652242082157417
Michael Kelly,2.1092296435664264
Julie Lott,2.2802341381833386
Odeya Rush,2.2681091251175918
Jeremy Jackson,2.798473920769311
Meat Loaf,2.054562558795861
John Thaw,2.4564649315354865
Emma Appleton,2.746315459391659
Anna Popplewell,2.408278457196613
Margaux Hemingway,2.6669802445907806
Catherine McCormack,2.1821887739103167
Dennis Stewart,2.421657781958817
Blair Underwood,2.1346294554196716
Paul Sun-Hyung Lee,2.392704086965611
Itziar Ituno,3.5624542698860666
Elizabeth Bourgine,3.1391240723319744
Liza Minnelli,2.2572384237483014
Giovanni Ribisi,2.008780181875196
Sarah Butler,2.560572802341382
Jemima West,2.5010975227343994
Sarah Jane Morris,2.415386223476534
Joe Perrino,2.2557750601024353
Sabrina Lloyd,2.3121145604682765
Pernell Roberts,2.7220654332601653
Amanda Crew,2.130552942406188
Sean Astin,2.0067941883558063
Spencer Daniels,2.244695306783736
Peter Berg,2.088847078499007
Andrew Leeds,2.2758440472457404
Carol Ann Susi,2.1708999686422077
Greg Davies,2.556078185429079
Alexandra Wentworth,2.2419776314414133
Kate Flannery,2.2601651510400336
Julian Dennison,2.3936448207379533
Jamie-Lynn Sigler,2.2436500470366885
Iain De Caestecker,2.5378906658304587
Teri Wyble,2.1609700010452597
Mary Beth Hurt,2.1057802864011705
Natasha Hall,2.7131807254102647
Emily Kinney,2.473084561513536
William Petersen,2.1584613776523467
Kristen Dalton,2.216159715689349
Colin Hanks,2.062924636772238
Christopher Denham,2.175812689453329
Nikki Glaser,2.534336782690499
Tara Summers,2.2129194104735026
Lucy Cohu,2.4801923277934566
Matt Dallas,2.517089996864221
Jason David Frank,2.602174140273858
River Phoenix,2.2730218459287133
Levy Tran,2.4214487300094074
Sulem Calderon,3.0842479356119994
Jake Abel,2.179471098567994
Sue Ane Langdon,2.4406815093550747
Jake Manley,2.2973763980349116
Ernie Hudson,2.0249817079544266
Justin Long,1.9989547402529528
Brian Benben,2.4640953276889306
Jake Lloyd,2.367931430960594
Rob Paulsen,2.1380788125849275
Leslie Mann,2.042333019755409
Sophie Thompson,2.2432319431378698
Lauren Tewes,2.571129925786558
Richard Conte,2.1909689557855128
Obba Babatunde,2.048291000313578
Danny Aiello,2.0429601756036373
Billie Piper,2.497857217518553
Lisa Blount,2.229120936552733
Greta Garbo,2.3965715480296854
Richard Mulligan,2.3185951708999686
Britt Ekland,2.184174767429706
Timothy V. Murphy,2.1676596634263614
Kristy Dawn Dinsmore,3.075990383610327
John Hurt,1.972614194627365
Janet Hubert,2.62705132225358
Stephen Dorff,2.0258179157520644
Amanda Peterson,2.392704086965611
Callan McAuliffe,2.2993623915543013
Luke Roberts,2.5774014842688406
Leon,2.164419358210515
Sarita Choudhury,2.1346294554196716
Peter Lorre,2.2056025922441727
Stephanie Beatriz,2.3044841643148324
Eve Mauro,2.2915229434514477
Paterson Joseph,2.5325598411205186
Colin Donnell,2.716002926727292
Griffin Newman,2.253475488658932
Christine Bottomley,2.5643357374307514
Julie Dawn Cole,2.9453329152294345
Valente Rodriguez,2.092505487613672
Danny Glover,1.9617434932580746
Mary Chieffo,2.7350266541235495
Dylan Playfair,2.8038047454792516
Mathew Horne,2.4682763666771192
Aura Garrido,2.562663321835476
William Hopper,2.2937179889202466
Saskia Reeves,2.2531619107348178
Neil Jordan,2.728650569666562
KaDee Strickland,2.1548029685376817
J.J. Abrams,2.1972405142677958
Nadia Dajani,2.1852200271767535
David Hewlett,2.187624124594962
Colombe Jacobsen-Derstine,2.3355283788021324
Maggie Smith,2.0671056757604265
Lauren Ambrose,2.220131702728128
Matt Doherty,2.2067523779659246
Rob Corddry,2.035329779450193
Bex Taylor-Klaus,2.5072645552419774
Farrah Mackenzie,2.448939061356747
Dennis Weaver,2.344726664576147
Rhiannon Fish,3.0097209156475384
Max Casella,2.0752587017873942
Robin Sachs,2.2791888784362913
Dan Fogler,2.08780181875196
Ann-Margret,2.0889516044737118
John C. Reilly,1.9746001881467545
Kevin Jamal Woods,2.5505383087697293
Nolan North,2.132747987874987
James Bolam,2.3887320999268318
Roddy McDowall,2.0750496498379847
Raven-Symone,2.2016306052053936
Michelle Fairley,2.253998118532455
Joanne Woodward,2.2104107870805896
Katherine Kelly,2.6444026340545626
Laura Allen,2.293195359046723
Kodi Smit-McPhee,2.1789484686944705
Brooklyn Decker,2.2510713912407234
Cree Cicchino,2.9453329152294345
Mike Henry,2.303857008466604
Paz de la Huerta,2.0987770460959547
Vincent Pastore,2.035016201526079
Rachel Luttrell,2.471307619943556
Isaac Hempstead Wright,2.483746210933417
Karine Vanasse,2.3426361450820528
Frances O'Connor,2.138915020382565
Scarlett Estevez,2.491690185010975
John Stamos,2.1865788648479145
Valerie Tian,2.1420507996237066
Louise Brealey,2.70555032925682
Ann Miller,2.4025295285878543
Maxine Peake,2.340754677537368
Lillian Doucet-Roche,2.880422284937807
David Fumero,2.8876345771924323
Julia Ling,2.4917947109856797
Lisa Kudrow,2.0634472666457615
J.D. Williams,2.3437859308038047
Lisa Boyle,2.240932371694366
Christian Bale,2.0020905194940943
John Carroll Lynch,2.001358837671161
Vanessa Kirby,2.2195045468798997
Adam Beach,2.112992578655796
Dee Wallace,2.0601024354552107
Leslie Bibb,2.0590571757081633
Fatima Sana Shaikh,3.128253370962684
Gus Kenworthy,3.0860248771819796
Sofia Pernas,2.7638758231420506
Miranda Otto,2.119473189087488
Graham Norton,2.3813107557227973
Barry Bostwick,2.1193686631127835
Austin Pendleton,2.011288805268109
Ben Cross,2.124594961848019
Paul Calderon,2.07118218877391
Choi Min-sik,2.6299780495453122
Jack McBrayer,2.0970001045259745
Matthew MacCaull,2.2137556182711404
William Zabka,2.23769206647852
Nicky Katt,2.0233092923591514
Kathleen Turner,2.1205184488345354
Patrick Bauchau,2.059579805581687
John Amos,2.16452388418522
Fares Fares,2.2470994042019443
Emma Greenwell,2.705341277307411
Paul Greene,2.421866833908226
Leigh Taylor-Young,2.23591512490854
Cuba Gooding Jr.,1.9910107661753946
Kristin Booth,2.2985261837566635
David Alan Grier,2.0238319222326746
Gene Wilder,2.226298735235706
Henry Czerny,2.132016306052054
Dimitri Leonidas,2.3854917947109855
Brett Zimmerman,2.723110693007212
T.J. Thyne,2.1439322671683914
Manolo Cardona,2.4168495871224
Suzie Plakson,2.346190028222013
Shelby Young,2.283683495348594
Kelly Preston,2.043273753527752
Rachael Stirling,2.3083516253789065
Stacy Martin,2.302289118846033
Trieste Kelly Dunn,2.4802968537681616
Harry Anderson,2.4624229120936554
Michael Emerson,2.289536949932058
Joseph Cross,2.122086338455106
Charlotte Hope,2.276784781018083
Hynden Walch,2.1672415595275427
Lewis Black,2.1299257865579597
Mike Nichols,3.026236019650883
Eva Melander,3.0441099613253892
Kyle Allen,2.794188355806418
Ron Glass,2.2203407546775376
Jodie Sweetin,2.5284833281070345
Ryann Shane,2.587540503815198
Charles Martin Smith,2.1363018710149473
Mike Hagerty,2.080066896623811
Austin Reed Alleman,2.6260060625065327
Jermaine Fowler,2.4408905613044842
Mena Massoud,2.522734399498275
Nushrat Bharucha,3.1199958189610117
Courtney Stodden,3.1430960593707535
Steven Mackintosh,2.141528169750183
Christine Lakin,2.1018082993623914
Jayson Blair,2.355388313996028
Dirk Blocker,2.2205498066269467
Jean Reno,2.085920351207275
Marama Corlett,2.384655586913348
Kristen Vaganos,0.0
Sean Harmon,0.0
David Foster,2.7730741089160658
Hayes MacArthur,2.180202780390927
Kurt Sutter,2.8339082261942092
Carolyn Jones,2.2730218459287133
Devery Jacobs,2.71286714748615
Sydney Penny,2.5332915229434514
Lola Glaudini,2.2764712030939687
Ellen Barkin,2.0238319222326746
Amy Irving,2.107870805895265
Alexis Dziena,2.1844883453538206
Lena Waithe,2.5859726141946275
Nicholas Brendon,2.558691334796697
Gwynyth Walsh,2.509773178634891
Julia Louis-Dreyfus,2.164419358210515
Bijou Phillips,2.1352566112679
LeVar Burton,2.275007839448103
Chaz Bono,2.5175081007630395
Emily Bergl,2.3709626842270306
James Fox,2.0772446953067836
Joe Gilgun,2.352357060729591
Pom Boyd,3.0246681300303124
Colin Salmon,2.140378384028431
Darcy Rose Byrnes,2.425316191073482
Rosalind Russell,2.3036479565171946
Tommy Morrison,2.7742238946378177
Logan Browning,2.641371380788126
Camila Mendes,2.6531828159297586
Michaela Conlin,2.2885962161597155
Andrei Tarkovsky,0.0
Fisher Stevens,2.0374202989442876
Joanna Page,2.3380370021950454
Mickey Jones,2.135883767116128
Ian McShane,2.024563604055608
Teagan Croft,2.956203616598725
Shawn Hatosy,2.072645552419776
Scout Taylor-Compton,2.123549702100972
Cody Horn,2.3613462945541968
Patrick Brammall,2.5847183024981706
Chris Hemsworth,2.0319849482596424
Lewis Smith,2.2691543848646387
Amber Rose Revah,2.6884080694052472
Herve Villechaize,2.38204243754573
Stuart Margolin,2.1574161179052993
Aisling Bea,2.9669697919933102
Eddie Marsan,2.020905194940943
Michael Rosenbaum,2.1420507996237066
Owain Yeoman,2.3314518657886483
Marisa Tomei,1.983902999895474
Nicole Scherzinger,2.3040660604160133
Christian Kane,2.1900282220131704
Sylvia Kristel,2.3078289955053832
Michael Nouri,2.1130971046305005
Richard Speight Jr.,2.181352566112679
Charles Durning,1.9950872791888785
Trent Reznor,2.8348489599665516
Ken Leung,2.1076617539458558
Tim Thomerson,2.088115396676074
Lexi Rabe,2.2976899759590257
Eddie Murphy,2.0448416431483225
Bill Williams,2.623079335214801
Mika Boorem,2.1326434619002823
Te Kohe Tuhaka,2.793456673983485
Damon Wayans,2.168182293299885
Colton Haynes,2.36740880108707
Kiefer Sutherland,1.9962370649106302
Michael Chiklis,2.10797533186997
James Mason,2.095745792829518
Leighton Meester,2.1461273126371903
Paul Blackthorne,2.413504755931849
Leigh Whannell,2.176962475175081
Alex D. Linz,2.1745583777568727
Leonard Nimoy,2.1537577087906343
Queen Latifah,2.0394062924636773
JJ Feild,2.220863384551061
Johann Urb,2.171422598515731
Janelle Monae,2.32173095014111
Taylor John Smith,2.2758440472457404
Ellen Pompeo,2.229957144350371
Zack Gottsagen,2.7994146545416534
Elsie Fisher,2.294658722692589
Kim Delaney,2.376084456987561
Jason James Richter,2.2488763457719245
Basil Rathbone,2.199644611686004
Kirsten Nelson,2.3822514894951397
Jaina Lee Ortiz,2.8066269467962788
Kenny Johnson,2.341068255461482
Genevieve Bujold,2.1800982544162224
Andrea Brooks,2.326539144977527
Kelly Lynch,2.1014947214382773
Aimee Mullins,2.39667607400439
Nora Kirkpatrick,2.388313996028013
Marie Avgeropoulos,2.271663008257552
Nicole da Silva,0.0
Vanity,2.469112574474757
Zoe Wanamaker,2.434305424898087
Talitha Eliana Bateman,2.211037942928818
Nathalie Baye,2.163060520539354
Bob Fosse,2.484373366781645
Nicole Ari Parker,2.140169332079022
Michaela Coel,2.6163896728336993
Johnny Simmons,2.1168600397198705
Lorraine Toussaint,2.138496916483746
Tim Matheson,2.102330929235915
Aparna Nancherla,2.8373575833594646
Becky G,2.5966342636145083
Jenessa Grant,2.5107139124072333
Edward Burns,2.143305111320163
Tika Sumpter,2.1951499947737014
Michael Ealy,2.1128880526810914
William Friedkin,2.7313682450088845
Chelsea Hobbs,2.590885335005749
Elizabeth Taylor,2.1621197867670117
Jeremy Irvine,2.1646284101599247
Olly Alexander,2.3333333333333335
Brant Daugherty,2.690707640848751
Frank Grillo,2.0414968119577717
Hank Azaria,2.0167241559527542
Roman Griffin Davis,2.835580641789485
Jessie Buckley,2.2850423330197556
Natalie Palamides,2.6822410368976692
Sandrine Holt,2.2776209888157206
Paloma Faith,2.459600710776628
Megan Montaner,3.138183338559632
Nora-Jane Noone,2.3999163792202363
Mary Wickes,2.1891920142155326
Judi Dench,2.012438590989861
Clifton James,2.124281383923905
Michael Massee,2.0948050590571756
Tim Bagley,2.1266854813421134
